District Id,Month,Cases
HR_Palwal,13,3381
HR_Palwal,14,2523
HR_Palwal,15,405
HR_Palwal,16,66
HR_Palwal,17,0
HR_Panchkula,1,23
HR_Panchkula,2,31
HR_Panchkula,3,101
HR_Panchkula,4,970
HR_Panchkula,5,3080
HR_Panchkula,6,2479
HR_Panchkula,7,1178
HR_Panchkula,8,1634
HR_Panchkula,9,785
HR_Panchkula,10,385
HR_Panchkula,11,666
HR_Panchkula,12,4299
HR_Panchkula,13,11440
HR_Panchkula,14,3390
HR_Panchkula,15,158
HR_Panchkula,16,39
HR_Panchkula,17,0
HR_Panipat,1,36
HR_Panipat,2,58
HR_Panipat,3,321
HR_Panipat,4,1546
HR_Panipat,5,3909
HR_Panipat,6,1848
HR_Panipat,7,822
HR_Panipat,8,1547
HR_Panipat,9,571
HR_Panipat,10,139
HR_Panipat,11,254
HR_Panipat,12,2146
HR_Panipat,13,14867
HR_Panipat,14,2989
HR_Panipat,15,70
HR_Panipat,16,12
HR_Panipat,17,0
HR_Rewari,1,18
HR_Rewari,2,217
HR_Rewari,3,1277
HR_Rewari,4,1765
HR_Rewari,5,2200
HR_Rewari,6,1925
HR_Rewari,7,2772
HR_Rewari,8,1080
HR_Rewari,9,119
HR_Rewari,10,8
HR_Rewari,11,38
HR_Rewari,12,1415
HR_Rewari,13,6807
HR_Rewari,14,593
HR_Rewari,15,69
HR_Rewari,16,1
HR_Rewari,17,0
HR_Rohtak,1,7
HR_Rohtak,2,293
HR_Rohtak,3,728
HR_Rohtak,4,987
HR_Rohtak,5,2238
HR_Rohtak,6,2494
HR_Rohtak,7,2488
HR_Rohtak,8,2503
HR_Rohtak,9,458
HR_Rohtak,10,102
HR_Rohtak,11,47
HR_Rohtak,12,1196
HR_Rohtak,13,8438
HR_Rohtak,14,3761
HR_Rohtak,15,83
HR_Rohtak,16,56
HR_Rohtak,17,0
HR_Sirsa,1,7
HR_Sirsa,2,63
HR_Sirsa,3,153
HR_Sirsa,4,483
HR_Sirsa,5,1709
HR_Sirsa,6,2051
HR_Sirsa,7,1978
HR_Sirsa,8,1299
HR_Sirsa,9,264
HR_Sirsa,10,72
HR_Sirsa,11,42
HR_Sirsa,12,1310
HR_Sirsa,13,13703
HR_Sirsa,14,5870
HR_Sirsa,15,234
HR_Sirsa,16,19
HR_Sirsa,17,0
HR_Sonipat,1,120
HR_Sonipat,2,416
HR_Sonipat,3,1568
HR_Sonipat,4,1323
HR_Sonipat,5,2775
HR_Sonipat,6,2883
HR_Sonipat,7,2183
HR_Sonipat,8,2809
HR_Sonipat,9,630
HR_Sonipat,10,101
HR_Sonipat,11,110
HR_Sonipat,12,2572
HR_Sonipat,13,24589
HR_Sonipat,14,4922
HR_Sonipat,15,100
HR_Sonipat,16,25
HR_Sonipat,17,0
HR_Yamunanagar,1,8
HR_Yamunanagar,2,37
HR_Yamunanagar,3,88
HR_Yamunanagar,4,432
HR_Yamunanagar,5,2324
HR_Yamunanagar,6,1822
HR_Yamunanagar,7,586
HR_Yamunanagar,8,726
HR_Yamunanagar,9,641
HR_Yamunanagar,10,222
HR_Yamunanagar,11,346
HR_Yamunanagar,12,3254
HR_Yamunanagar,13,9335
HR_Yamunanagar,14,4533
HR_Yamunanagar,15,179
HR_Yamunanagar,16,38
HR_Yamunanagar,17,0
HP_Bilaspur,1,18
HP_Bilaspur,2,26
HP_Bilaspur,3,43
HP_Bilaspur,4,209
HP_Bilaspur,5,485
HP_Bilaspur,6,464
HP_Bilaspur,7,746
HP_Bilaspur,8,831
HP_Bilaspur,9,93
HP_Bilaspur,10,46
HP_Bilaspur,11,250
HP_Bilaspur,12,1805
HP_Bilaspur,13,6827
HP_Bilaspur,14,797
HP_Bilaspur,15,245
HP_Bilaspur,16,280
HP_Bilaspur,17,0
HP_Chamba,1,12
HP_Chamba,2,24
HP_Chamba,3,32
HP_Chamba,4,211
HP_Chamba,5,360
HP_Chamba,6,356
HP_Chamba,7,561
HP_Chamba,8,969
HP_Chamba,9,397
HP_Chamba,10,48
HP_Chamba,11,13
HP_Chamba,12,431
HP_Chamba,13,3968
HP_Chamba,14,3365
HP_Chamba,15,847
HP_Chamba,16,1399
HP_Chamba,17,0
HP_Hamirpur,1,7
HP_Hamirpur,2,124
HP_Hamirpur,3,145
HP_Hamirpur,4,118
HP_Hamirpur,5,344
HP_Hamirpur,6,308
HP_Hamirpur,7,488
HP_Hamirpur,8,965
HP_Hamirpur,9,492
HP_Hamirpur,10,52
HP_Hamirpur,11,69
HP_Hamirpur,12,1143
HP_Hamirpur,13,6539
HP_Hamirpur,14,3336
HP_Hamirpur,15,332
HP_Hamirpur,16,421
HP_Hamirpur,17,0
HP_Kangra,1,18
HP_Kangra,2,124
HP_Kangra,3,172
HP_Kangra,4,248
HP_Kangra,5,973
HP_Kangra,6,1160
HP_Kangra,7,1147
HP_Kangra,8,2965
HP_Kangra,9,1253
HP_Kangra,10,259
HP_Kangra,11,425
HP_Kangra,12,2640
HP_Kangra,13,21346
HP_Kangra,14,12562
HP_Kangra,15,818
HP_Kangra,16,882
HP_Kangra,17,0
HP_Kinnaur,1,3
HP_Kinnaur,2,36
HP_Kinnaur,3,30
HP_Kinnaur,4,94
HP_Kinnaur,5,101
HP_Kinnaur,6,430
HP_Kinnaur,7,586
HP_Kinnaur,8,58
HP_Kinnaur,9,39
HP_Kinnaur,10,17
HP_Kinnaur,11,180
HP_Kinnaur,12,1042
HP_Kinnaur,13,589
HP_Kinnaur,14,86
HP_Kinnaur,15,57
HP_Kinnaur,16,0
HP_Kinnaur,17,0
HP_Kullu,1,4
HP_Kullu,2,3
HP_Kullu,3,85
HP_Kullu,4,267
HP_Kullu,5,444
HP_Kullu,6,1034
HP_Kullu,7,2074
HP_Kullu,8,472
HP_Kullu,9,40
HP_Kullu,10,44
HP_Kullu,11,177
HP_Kullu,12,1916
HP_Kullu,13,1977
HP_Kullu,14,423
HP_Kullu,15,258
HP_Kullu,16,103
HP_Kullu,17,0
HP_Lahaul and Spiti,1,4
HP_Lahaul and Spiti,2,2
HP_Lahaul and Spiti,3,69
HP_Lahaul and Spiti,4,211
HP_Lahaul and Spiti,5,533
HP_Lahaul and Spiti,6,377
HP_Lahaul and Spiti,7,56
HP_Lahaul and Spiti,8,6
HP_Lahaul and Spiti,9,0
HP_Lahaul and Spiti,10,298
HP_Lahaul and Spiti,11,832
HP_Lahaul and Spiti,12,299
HP_Lahaul and Spiti,13,52
HP_Lahaul and Spiti,14,90
HP_Lahaul and Spiti,15,0
HP_Lahaul and Spiti,16,0
HP_Lahaul and Spiti,17,0
HP_Mandi,1,6
HP_Mandi,2,18
HP_Mandi,3,29
HP_Mandi,4,331
HP_Mandi,5,1042
HP_Mandi,6,1146
HP_Mandi,7,2940
HP_Mandi,8,3686
HP_Mandi,9,698
HP_Mandi,10,377
HP_Mandi,11,103
HP_Mandi,12,1964
HP_Mandi,13,11609
HP_Mandi,14,3013
HP_Mandi,15,692
HP_Mandi,16,1236
HP_Mandi,17,0
HP_Shimla,1,6
HP_Shimla,2,33
HP_Shimla,3,86
HP_Shimla,4,147
HP_Shimla,5,835
HP_Shimla,6,1089
HP_Shimla,7,3934
HP_Shimla,8,3764
HP_Shimla,9,442
HP_Shimla,10,130
HP_Shimla,11,273
HP_Shimla,12,2840
HP_Shimla,13,9521
HP_Shimla,14,1969
HP_Shimla,15,518
HP_Shimla,16,570
HP_Shimla,17,0
HP_Sirmaur,1,4
HP_Sirmaur,2,23
HP_Sirmaur,3,19
HP_Sirmaur,4,433
HP_Sirmaur,5,780
HP_Sirmaur,6,793
HP_Sirmaur,7,378
HP_Sirmaur,8,496
HP_Sirmaur,9,375
HP_Sirmaur,10,170
HP_Sirmaur,11,227
HP_Sirmaur,12,843
HP_Sirmaur,13,7345
HP_Sirmaur,14,3269
HP_Sirmaur,15,199
HP_Sirmaur,16,50
HP_Sirmaur,17,0
HP_Solan,1,9
HP_Solan,2,31
HP_Solan,3,219
HP_Solan,4,655
HP_Solan,5,1361
HP_Solan,6,1101
HP_Solan,7,679
HP_Solan,8,1786
HP_Solan,9,803
HP_Solan,10,108
HP_Solan,11,166
HP_Solan,12,2024
HP_Solan,13,9531
HP_Solan,14,3588
HP_Solan,15,291
HP_Solan,16,124
HP_Solan,17,0
HP_Una,1,17
HP_Una,2,47
HP_Una,3,80
HP_Una,4,170
HP_Una,5,557
HP_Una,6,561
HP_Una,7,355
HP_Una,8,710
HP_Una,9,336
HP_Una,10,141
HP_Una,11,212
HP_Una,12,1894
HP_Una,13,4936
HP_Una,14,3089
HP_Una,15,273
HP_Una,16,125
HP_Una,17,0
JK_Anantnag,1,145
JK_Anantnag,2,345
JK_Anantnag,3,370
JK_Anantnag,4,849
JK_Anantnag,5,1210
JK_Anantnag,6,924
JK_Anantnag,7,574
JK_Anantnag,8,250
JK_Anantnag,9,172
JK_Anantnag,10,120
JK_Anantnag,11,126
JK_Anantnag,12,383
JK_Anantnag,13,5692
JK_Anantnag,14,4395
JK_Anantnag,15,701
JK_Anantnag,16,118
JK_Anantnag,17,0
JK_Bandipora,1,134
JK_Bandipora,2,105
JK_Bandipora,3,162
JK_Bandipora,4,900
JK_Bandipora,5,1582
JK_Bandipora,6,869
JK_Bandipora,7,472
JK_Bandipora,8,324
JK_Bandipora,9,128
JK_Bandipora,10,27
JK_Bandipora,11,24
JK_Bandipora,12,197
JK_Bandipora,13,1793
JK_Bandipora,14,2291
JK_Bandipora,15,402
JK_Bandipora,16,142
JK_Bandipora,17,0
JK_Baramulla,1,110
JK_Baramulla,2,405
JK_Baramulla,3,822
JK_Baramulla,4,1014
JK_Baramulla,5,1144
JK_Baramulla,6,1538
JK_Baramulla,7,1826
JK_Baramulla,8,887
JK_Baramulla,9,304
JK_Baramulla,10,108
JK_Baramulla,11,235
JK_Baramulla,12,1609
JK_Baramulla,13,7655
JK_Baramulla,14,5069
JK_Baramulla,15,721
JK_Baramulla,16,309
JK_Baramulla,17,0
JK_Budgam,1,53
JK_Budgam,2,186
JK_Budgam,3,347
JK_Budgam,4,1128
JK_Budgam,5,2105
JK_Budgam,6,1696
JK_Budgam,7,913
JK_Budgam,8,899
JK_Budgam,9,367
JK_Budgam,10,128
JK_Budgam,11,151
JK_Budgam,12,758
JK_Budgam,13,6709
JK_Budgam,14,6449
JK_Budgam,15,871
JK_Budgam,16,253
JK_Budgam,17,0
JK_Doda,1,35
JK_Doda,2,58
JK_Doda,3,206
JK_Doda,4,194
JK_Doda,5,1844
JK_Doda,6,353
JK_Doda,7,527
JK_Doda,8,185
JK_Doda,9,30
JK_Doda,10,6
JK_Doda,11,28
JK_Doda,12,577
JK_Doda,13,1959
JK_Doda,14,932
JK_Doda,15,375
JK_Doda,16,96
JK_Doda,17,0
JK_Ganderbal,1,23
JK_Ganderbal,2,38
JK_Ganderbal,3,149
JK_Ganderbal,4,644
JK_Ganderbal,5,1297
JK_Ganderbal,6,1079
JK_Ganderbal,7,696
JK_Ganderbal,8,437
JK_Ganderbal,9,188
JK_Ganderbal,10,114
JK_Ganderbal,11,27
JK_Ganderbal,12,157
JK_Ganderbal,13,1892
JK_Ganderbal,14,2558
JK_Ganderbal,15,476
JK_Ganderbal,16,243
JK_Ganderbal,17,0
JK_Jammu,1,38
JK_Jammu,2,235
JK_Jammu,3,251
JK_Jammu,4,1319
JK_Jammu,5,6901
JK_Jammu,6,6886
JK_Jammu,7,3305
JK_Jammu,8,3322
JK_Jammu,9,2241
JK_Jammu,10,591
JK_Jammu,11,309
JK_Jammu,12,2390
JK_Jammu,13,15188
JK_Jammu,14,9049
JK_Jammu,15,569
JK_Jammu,16,313
JK_Jammu,17,0
JK_Kathua,1,17
JK_Kathua,2,153
JK_Kathua,3,167
JK_Kathua,4,319
JK_Kathua,5,715
JK_Kathua,6,929
JK_Kathua,7,309
JK_Kathua,8,423
JK_Kathua,9,221
JK_Kathua,10,14
JK_Kathua,11,15
JK_Kathua,12,339
JK_Kathua,13,3357
JK_Kathua,14,2103
JK_Kathua,15,175
JK_Kathua,16,28
JK_Kathua,17,0
JK_Kishtwar,1,1
JK_Kishtwar,2,21
JK_Kishtwar,3,33
JK_Kishtwar,4,125
JK_Kishtwar,5,456
JK_Kishtwar,6,952
JK_Kishtwar,7,573
JK_Kishtwar,8,510
JK_Kishtwar,9,58
JK_Kishtwar,10,4
JK_Kishtwar,11,6
JK_Kishtwar,12,48
JK_Kishtwar,13,674
JK_Kishtwar,14,791
JK_Kishtwar,15,316
JK_Kishtwar,16,139
JK_Kishtwar,17,0
JK_Kulgam,1,72
JK_Kulgam,2,561
JK_Kulgam,3,395
JK_Kulgam,4,660
JK_Kulgam,5,406
JK_Kulgam,6,264
JK_Kulgam,7,189
JK_Kulgam,8,82
JK_Kulgam,9,46
JK_Kulgam,10,35
JK_Kulgam,11,42
JK_Kulgam,12,308
JK_Kulgam,13,4313
JK_Kulgam,14,3347
JK_Kulgam,15,478
JK_Kulgam,16,129
JK_Kulgam,17,0
JK_Kupwara,1,83
JK_Kupwara,2,313
JK_Kupwara,3,409
JK_Kupwara,4,654
JK_Kupwara,5,1404
JK_Kupwara,6,1104
JK_Kupwara,7,841
JK_Kupwara,8,564
JK_Kupwara,9,236
JK_Kupwara,10,63
JK_Kupwara,11,39
JK_Kupwara,12,370
JK_Kupwara,13,3034
JK_Kupwara,14,4210
JK_Kupwara,15,644
JK_Kupwara,16,183
JK_Kupwara,17,0
JK_Pulwama,1,14
JK_Pulwama,2,231
JK_Pulwama,3,466
JK_Pulwama,4,1315
JK_Pulwama,5,1188
JK_Pulwama,6,1112
JK_Pulwama,7,524
JK_Pulwama,8,460
JK_Pulwama,9,355
JK_Pulwama,10,133
JK_Pulwama,11,114
JK_Pulwama,12,277
JK_Pulwama,13,3996
JK_Pulwama,14,4276
JK_Pulwama,15,606
JK_Pulwama,16,198
JK_Pulwama,17,0
JK_Punch,1,63
JK_Punch,2,61
JK_Punch,3,124
JK_Punch,4,221
JK_Punch,5,1415
JK_Punch,6,386
JK_Punch,7,134
JK_Punch,8,58
JK_Punch,9,41
JK_Punch,10,24
JK_Punch,11,26
JK_Punch,12,706
JK_Punch,13,2220
JK_Punch,14,659
JK_Punch,15,131
JK_Punch,16,20
JK_Punch,17,0
JK_Rajouri,1,4
JK_Rajouri,2,62
JK_Rajouri,3,219
JK_Rajouri,4,493
JK_Rajouri,5,748
JK_Rajouri,6,1536
JK_Rajouri,7,259
JK_Rajouri,8,389
JK_Rajouri,9,157
JK_Rajouri,10,11
JK_Rajouri,11,6
JK_Rajouri,12,103
JK_Rajouri,13,3607
JK_Rajouri,14,2818
JK_Rajouri,15,407
JK_Rajouri,16,208
JK_Rajouri,17,0
JK_Ramban,1,4
JK_Ramban,2,191
JK_Ramban,3,76
JK_Ramban,4,352
JK_Ramban,5,247
JK_Ramban,6,632
JK_Ramban,7,270
JK_Ramban,8,299
JK_Ramban,9,81
JK_Ramban,10,14
JK_Ramban,11,0
JK_Ramban,12,53
JK_Ramban,13,1325
JK_Ramban,14,2099
JK_Ramban,15,307
JK_Ramban,16,61
JK_Ramban,17,0
JK_Reasi,1,3
JK_Reasi,2,24
JK_Reasi,3,33
JK_Reasi,4,210
JK_Reasi,5,362
JK_Reasi,6,534
JK_Reasi,7,206
JK_Reasi,8,198
JK_Reasi,9,63
JK_Reasi,10,13
JK_Reasi,11,11
JK_Reasi,12,629
JK_Reasi,13,2185
JK_Reasi,14,1064
JK_Reasi,15,659
JK_Reasi,16,230
JK_Reasi,17,0
JK_Samba,1,11
JK_Samba,2,88
JK_Samba,3,170
JK_Samba,4,277
JK_Samba,5,587
JK_Samba,6,919
JK_Samba,7,240
JK_Samba,8,364
JK_Samba,9,180
JK_Samba,10,28
JK_Samba,11,8
JK_Samba,12,130
JK_Samba,13,2384
JK_Samba,14,1646
JK_Samba,15,99
JK_Samba,16,28
JK_Samba,17,0
JK_Shopiyan,1,107
JK_Shopiyan,2,430
JK_Shopiyan,3,392
JK_Shopiyan,4,624
JK_Shopiyan,5,343
JK_Shopiyan,6,230
JK_Shopiyan,7,168
JK_Shopiyan,8,152
JK_Shopiyan,9,105
JK_Shopiyan,10,48
JK_Shopiyan,11,38
JK_Shopiyan,12,115
JK_Shopiyan,13,1610
JK_Shopiyan,14,1156
JK_Shopiyan,15,68
JK_Shopiyan,16,18
JK_Shopiyan,17,0
JK_Srinagar,1,141
JK_Srinagar,2,382
JK_Srinagar,3,1410
JK_Srinagar,4,4747
JK_Srinagar,5,5117
JK_Srinagar,6,5267
JK_Srinagar,7,4242
JK_Srinagar,8,3011
JK_Srinagar,9,1406
JK_Srinagar,10,806
JK_Srinagar,11,1042
JK_Srinagar,12,5455
JK_Srinagar,13,23769
JK_Srinagar,14,11594
JK_Srinagar,15,2390
JK_Srinagar,16,1015
JK_Srinagar,17,0
JK_Udhampur,1,23
JK_Udhampur,2,135
JK_Udhampur,3,145
JK_Udhampur,4,339
JK_Udhampur,5,866
JK_Udhampur,6,1029
JK_Udhampur,7,464
JK_Udhampur,8,955
JK_Udhampur,9,220
JK_Udhampur,10,60
JK_Udhampur,11,88
JK_Udhampur,12,729
JK_Udhampur,13,3434
JK_Udhampur,14,2514
JK_Udhampur,15,243
JK_Udhampur,16,121
JK_Udhampur,17,0
JH_Bokaro,1,10
JH_Bokaro,2,19
JH_Bokaro,3,64
JH_Bokaro,4,453
JH_Bokaro,5,2576
JH_Bokaro,6,1507
JH_Bokaro,7,1158
JH_Bokaro,8,495
JH_Bokaro,9,350
JH_Bokaro,10,76
JH_Bokaro,11,54
JH_Bokaro,12,989
JH_Bokaro,13,9350
JH_Bokaro,14,1982
JH_Bokaro,15,197
JH_Bokaro,16,135
JH_Bokaro,17,0
JH_Chatra,1,2
JH_Chatra,2,57
JH_Chatra,3,349
JH_Chatra,4,524
JH_Chatra,5,310
JH_Chatra,6,92
JH_Chatra,7,39
JH_Chatra,8,40
JH_Chatra,9,16
JH_Chatra,10,5
JH_Chatra,11,41
JH_Chatra,12,3100
JH_Chatra,13,1316
JH_Chatra,14,126
JH_Chatra,15,9
JH_Chatra,16,2
JH_Chatra,17,0
JH_Deoghar,1,4
JH_Deoghar,2,6
JH_Deoghar,3,78
JH_Deoghar,4,651
JH_Deoghar,5,1113
JH_Deoghar,6,894
JH_Deoghar,7,556
JH_Deoghar,8,240
JH_Deoghar,9,108
JH_Deoghar,10,17
JH_Deoghar,11,37
JH_Deoghar,12,732
JH_Deoghar,13,5082
JH_Deoghar,14,1134
JH_Deoghar,15,93
JH_Deoghar,16,61
JH_Deoghar,17,0
JH_Dhanbad,1,4
JH_Dhanbad,2,110
JH_Dhanbad,3,192
JH_Dhanbad,4,1108
JH_Dhanbad,5,2646
JH_Dhanbad,6,1627
JH_Dhanbad,7,1093
JH_Dhanbad,8,440
JH_Dhanbad,9,438
JH_Dhanbad,10,120
JH_Dhanbad,11,50
JH_Dhanbad,12,1122
JH_Dhanbad,13,5090
JH_Dhanbad,14,2186
JH_Dhanbad,15,202
JH_Dhanbad,16,91
JH_Dhanbad,17,0
JH_Dumka,1,2
JH_Dumka,2,8
JH_Dumka,3,43
JH_Dumka,4,271
JH_Dumka,5,624
JH_Dumka,6,283
JH_Dumka,7,87
JH_Dumka,8,59
JH_Dumka,9,27
JH_Dumka,10,20
JH_Dumka,11,19
JH_Dumka,12,1502
JH_Dumka,13,1558
JH_Dumka,14,117
JH_Dumka,15,16
JH_Dumka,16,7
JH_Dumka,17,0
JH_East Singhbhum,1,96
JH_East Singhbhum,2,296
JH_East Singhbhum,3,1366
JH_East Singhbhum,4,4690
JH_East Singhbhum,5,7818
JH_East Singhbhum,6,1937
JH_East Singhbhum,7,998
JH_East Singhbhum,8,684
JH_East Singhbhum,9,422
JH_East Singhbhum,10,237
JH_East Singhbhum,11,530
JH_East Singhbhum,12,14815
JH_East Singhbhum,13,15356
JH_East Singhbhum,14,2293
JH_East Singhbhum,15,212
JH_East Singhbhum,16,39
JH_East Singhbhum,17,0
JH_Garhwa,1,23
JH_Garhwa,2,67
JH_Garhwa,3,65
JH_Garhwa,4,579
JH_Garhwa,5,848
JH_Garhwa,6,752
JH_Garhwa,7,262
JH_Garhwa,8,140
JH_Garhwa,9,78
JH_Garhwa,10,17
JH_Garhwa,11,0
JH_Garhwa,12,252
JH_Garhwa,13,2848
JH_Garhwa,14,837
JH_Garhwa,15,87
JH_Garhwa,16,30
JH_Garhwa,17,0
JH_Giridih,1,11
JH_Giridih,2,43
JH_Giridih,3,95
JH_Giridih,4,1029
JH_Giridih,5,1551
JH_Giridih,6,511
JH_Giridih,7,88
JH_Giridih,8,70
JH_Giridih,9,27
JH_Giridih,10,0
JH_Giridih,11,1
JH_Giridih,12,225
JH_Giridih,13,4036
JH_Giridih,14,1180
JH_Giridih,15,86
JH_Giridih,16,7
JH_Giridih,17,0
JH_Godda,1,1
JH_Godda,2,0
JH_Godda,3,36
JH_Godda,4,630
JH_Godda,5,510
JH_Godda,6,680
JH_Godda,7,160
JH_Godda,8,46
JH_Godda,9,33
JH_Godda,10,13
JH_Godda,11,7
JH_Godda,12,714
JH_Godda,13,2685
JH_Godda,14,271
JH_Godda,15,44
JH_Godda,16,6
JH_Godda,17,0
JH_Gumla,1,37
JH_Gumla,2,89
JH_Gumla,3,281
JH_Gumla,4,627
JH_Gumla,5,719
JH_Gumla,6,352
JH_Gumla,7,119
JH_Gumla,8,62
JH_Gumla,9,57
JH_Gumla,10,23
JH_Gumla,11,204
JH_Gumla,12,4461
JH_Gumla,13,2563
JH_Gumla,14,265
JH_Gumla,15,41
JH_Gumla,16,1
JH_Gumla,17,0
JH_Hazaribagh,1,18
JH_Hazaribagh,2,115
JH_Hazaribagh,3,167
JH_Hazaribagh,4,709
JH_Hazaribagh,5,1629
JH_Hazaribagh,6,1210
JH_Hazaribagh,7,276
JH_Hazaribagh,8,151
JH_Hazaribagh,9,143
JH_Hazaribagh,10,24
JH_Hazaribagh,11,10
JH_Hazaribagh,12,968
JH_Hazaribagh,13,11733
JH_Hazaribagh,14,2228
JH_Hazaribagh,15,170
JH_Hazaribagh,16,31
JH_Hazaribagh,17,0
JH_Jamtara,1,2
JH_Jamtara,2,26
JH_Jamtara,3,8
JH_Jamtara,4,150
JH_Jamtara,5,389
JH_Jamtara,6,349
JH_Jamtara,7,221
JH_Jamtara,8,73
JH_Jamtara,9,43
JH_Jamtara,10,11
JH_Jamtara,11,6
JH_Jamtara,12,459
JH_Jamtara,13,3308
JH_Jamtara,14,409
JH_Jamtara,15,84
JH_Jamtara,16,17
JH_Jamtara,17,0
JH_Khunti,1,16
JH_Khunti,2,20
JH_Khunti,3,359
JH_Khunti,4,711
JH_Khunti,5,669
JH_Khunti,6,233
JH_Khunti,7,58
JH_Khunti,8,61
JH_Khunti,9,13
JH_Khunti,10,9
JH_Khunti,11,413
JH_Khunti,12,4310
JH_Khunti,13,863
JH_Khunti,14,30
JH_Khunti,15,20
JH_Khunti,16,2
JH_Khunti,17,0
JH_Koderma,1,6
JH_Koderma,2,122
JH_Koderma,3,180
JH_Koderma,4,542
JH_Koderma,5,1311
JH_Koderma,6,1026
JH_Koderma,7,153
JH_Koderma,8,57
JH_Koderma,9,69
JH_Koderma,10,20
JH_Koderma,11,10
JH_Koderma,12,820
JH_Koderma,13,7226
JH_Koderma,14,1195
JH_Koderma,15,103
JH_Koderma,16,44
JH_Koderma,17,0
JH_Latehar,1,10
JH_Latehar,2,44
JH_Latehar,3,214
JH_Latehar,4,723
JH_Latehar,5,500
JH_Latehar,6,222
JH_Latehar,7,119
JH_Latehar,8,58
JH_Latehar,9,64
JH_Latehar,10,18
JH_Latehar,11,32
JH_Latehar,12,2459
JH_Latehar,13,3046
JH_Latehar,14,271
JH_Latehar,15,76
JH_Latehar,16,9
JH_Latehar,17,0
JH_Lohardaga,1,6
JH_Lohardaga,2,64
JH_Lohardaga,3,203
JH_Lohardaga,4,434
JH_Lohardaga,5,636
JH_Lohardaga,6,268
JH_Lohardaga,7,105
JH_Lohardaga,8,54
JH_Lohardaga,9,33
JH_Lohardaga,10,7
JH_Lohardaga,11,46
JH_Lohardaga,12,2817
JH_Lohardaga,13,1901
JH_Lohardaga,14,85
JH_Lohardaga,15,26
JH_Lohardaga,16,6
JH_Lohardaga,17,0
JH_Pakur,1,29
JH_Pakur,2,75
JH_Pakur,3,233
JH_Pakur,4,247
JH_Pakur,5,234
JH_Pakur,6,62
JH_Pakur,7,20
JH_Pakur,8,2
JH_Pakur,9,1
JH_Pakur,10,2
JH_Pakur,11,264
JH_Pakur,12,1266
JH_Pakur,13,103
JH_Pakur,14,4
JH_Pakur,15,8
JH_Pakur,16,0
JH_Pakur,17,0
JH_Palamu,1,15
JH_Palamu,2,30
JH_Palamu,3,53
JH_Palamu,4,856
JH_Palamu,5,1112
JH_Palamu,6,816
JH_Palamu,7,299
JH_Palamu,8,178
JH_Palamu,9,236
JH_Palamu,10,45
JH_Palamu,11,0
JH_Palamu,12,204
JH_Palamu,13,6888
JH_Palamu,14,1480
JH_Palamu,15,68
JH_Palamu,16,9
JH_Palamu,17,0
JH_Ramgarh,1,49
JH_Ramgarh,2,73
JH_Ramgarh,3,371
JH_Ramgarh,4,1567
JH_Ramgarh,5,1539
JH_Ramgarh,6,408
JH_Ramgarh,7,270
JH_Ramgarh,8,202
JH_Ramgarh,9,49
JH_Ramgarh,10,19
JH_Ramgarh,11,120
JH_Ramgarh,12,5984
JH_Ramgarh,13,2999
JH_Ramgarh,14,158
JH_Ramgarh,15,75
JH_Ramgarh,16,18
JH_Ramgarh,17,0
JH_Ranchi,1,102
JH_Ranchi,2,86
JH_Ranchi,3,320
JH_Ranchi,4,3778
JH_Ranchi,5,9183
JH_Ranchi,6,9902
JH_Ranchi,7,3431
JH_Ranchi,8,2254
JH_Ranchi,9,2651
JH_Ranchi,10,1107
JH_Ranchi,11,771
JH_Ranchi,12,11925
JH_Ranchi,13,35593
JH_Ranchi,14,3899
JH_Ranchi,15,283
JH_Ranchi,16,218
JH_Ranchi,17,0
JH_Sahibganj,1,3
JH_Sahibganj,2,87
JH_Sahibganj,3,336
JH_Sahibganj,4,680
JH_Sahibganj,5,321
JH_Sahibganj,6,137
JH_Sahibganj,7,62
JH_Sahibganj,8,11
JH_Sahibganj,9,8
JH_Sahibganj,10,9
JH_Sahibganj,11,862
JH_Sahibganj,12,1849
JH_Sahibganj,13,330
JH_Sahibganj,14,88
JH_Sahibganj,15,35
JH_Sahibganj,16,0
JH_Sahibganj,17,0
JH_Saraikela-Kharsawan,1,20
JH_Saraikela-Kharsawan,2,87
JH_Saraikela-Kharsawan,3,266
JH_Saraikela-Kharsawan,4,1171
JH_Saraikela-Kharsawan,5,1632
JH_Saraikela-Kharsawan,6,323
JH_Saraikela-Kharsawan,7,142
JH_Saraikela-Kharsawan,8,53
JH_Saraikela-Kharsawan,9,16
JH_Saraikela-Kharsawan,10,21
JH_Saraikela-Kharsawan,11,54
JH_Saraikela-Kharsawan,12,2184
JH_Saraikela-Kharsawan,13,1168
JH_Saraikela-Kharsawan,14,95
JH_Saraikela-Kharsawan,15,9
JH_Saraikela-Kharsawan,16,0
JH_Saraikela-Kharsawan,17,0
JH_Simdega,1,2
JH_Simdega,2,244
JH_Simdega,3,128
JH_Simdega,4,391
JH_Simdega,5,582
JH_Simdega,6,414
JH_Simdega,7,180
JH_Simdega,8,60
JH_Simdega,9,35
JH_Simdega,10,25
JH_Simdega,11,10
JH_Simdega,12,314
JH_Simdega,13,3339
JH_Simdega,14,1247
JH_Simdega,15,189
JH_Simdega,16,35
JH_Simdega,17,0
JH_West Singhbhum,1,16
JH_West Singhbhum,2,48
JH_West Singhbhum,3,377
JH_West Singhbhum,4,1367
JH_West Singhbhum,5,2092
